frame,motions,detections,frame_motions,frame_detections
723,"(320.0, 237.0, 53.5, 56.5)","(0, 0, 0, 0)","[(325, 272, 33, 31), (315, 202, 74, 82)]",[]
724,"(306.0, 208.0, 86.0, 80.0)","(0, 0, 0, 0)","[(306, 208, 86, 80)]",[]
725,"(304.0, 207.0, 88.0, 81.0)","(0, 0, 0, 0)","[(304, 207, 88, 81)]",[]
726,"(302.0, 208.0, 90.0, 82.0)","(0, 0, 0, 0)","[(302, 208, 90, 82)]",[]
727,"(320.5, 199.5, 64.0, 77.5)","(0, 0, 0, 0)","[(339, 206, 41, 32), (302, 193, 87, 123)]",[]
728,"(301.0, 195.0, 114.0, 117.0)","(0, 0, 0, 0)","[(301, 195, 114, 117)]",[]
729,"(323.5, 213.0, 81.0, 84.5)","(0, 0, 0, 0)","[(353, 230, 39, 41), (294, 196, 123, 128)]",[]
730,"(296.0, 197.0, 120.0, 129.0)","(0, 0, 0, 0)","[(296, 197, 120, 129)]",[]
731,"(313.25, 260.5, 61.0, 55.75)","(0, 0, 0, 0)","[(277, 307, 52, 41), (325, 292, 35, 38), (355, 243, 32, 32), (296, 200, 125, 112)]",[]
732,"(308.5, 221.5, 96.0, 93.5)","(0, 0, 0, 0)","[(356, 251, 30, 26), (261, 192, 162, 161)]",[]
733,"(271.5, 204.5, 93.0, 111.5)","(0, 0, 0, 0)","[(289, 207, 14, 76), (254, 202, 172, 147)]",[]
734,"(286.75, 241.5, 64.25, 62.75)","(0, 0, 0, 0)","[(260, 295, 51, 51), (292, 257, 69, 56), (307, 207, 120, 67), (288, 207, 17, 77)]",[]
735,"(296.6666666666667, 237.0, 82.66666666666667, 85.66666666666667)","(0, 0, 0, 0)","[(314, 301, 48, 28), (252, 206, 97, 145), (324, 204, 103, 84)]",[]
736,"(283.0, 257.0, 111.5, 79.5)","(0, 0, 0, 0)","[(315, 304, 47, 24), (251, 210, 176, 135)]",[]
737,"(290.5, 246.5, 67.5, 65.0)","(0, 0, 0, 0)","[(315, 309, 43, 20), (242, 259, 107, 80), (325, 211, 94, 79), (280, 207, 26, 81)]",[]
738,"(292.3333333333333, 250.33333333333334, 82.33333333333333, 83.33333333333333)","(0, 0, 0, 0)","[(313, 320, 47, 27), (240, 219, 107, 115), (324, 212, 93, 108)]",[]
739,"(296.0, 236.0, 68.0, 90.0)","(0, 0, 0, 0)","[(307, 272, 23, 32), (250, 219, 93, 133), (331, 217, 88, 105)]",[]
740,"(277.6666666666667, 222.0, 76.33333333333333, 99.33333333333333)","(0, 0, 0, 0)","[(279, 226, 43, 53), (329, 220, 84, 109), (225, 220, 102, 136)]",[]
741,"(273.0, 219.5, 94.5, 122.0)","(0, 0, 0, 0)","[(219, 220, 104, 137), (327, 219, 85, 107)]",[]
742,"(277.0, 220.5, 88.5, 119.0)","(0, 0, 0, 0)","[(327, 221, 82, 103), (227, 220, 95, 135)]",[]
743,"(278.6666666666667, 226.33333333333334, 68.0, 90.33333333333333)","(0, 0, 0, 0)","[(227, 238, 94, 125), (322, 221, 84, 100), (287, 220, 26, 46)]",[]
744,"(273.0, 221.0, 87.0, 121.5)","(0, 0, 0, 0)","[(321, 221, 79, 99), (225, 221, 95, 144)]",[]
745,"(270.5, 221.0, 88.5, 121.5)","(0, 0, 0, 0)","[(321, 221, 77, 99), (220, 221, 100, 144)]",[]
746,"(285.5, 237.75, 60.5, 82.5)","(0, 0, 0, 0)","[(316, 268, 47, 54), (220, 233, 101, 131), (265, 228, 42, 50), (341, 222, 52, 95)]",[]
747,"(285.5, 238.25, 59.0, 82.25)","(0, 0, 0, 0)","[(316, 267, 45, 54), (217, 233, 102, 133), (342, 230, 49, 87), (267, 223, 40, 55)]",[]
748,"(285.5, 240.75, 57.5, 79.25)","(0, 0, 0, 0)","[(313, 268, 47, 51), (218, 234, 98, 130), (344, 232, 45, 85), (267, 229, 40, 51)]",[]
749,"(286.5, 241.25, 52.75, 77.75)","(0, 0, 0, 0)","[(314, 269, 46, 49), (219, 235, 92, 128), (345, 232, 35, 84), (268, 229, 38, 50)]",[]
750,"(261.75, 254.5, 53.5, 64.5)","(0, 0, 0, 0)","[(247, 286, 63, 79), (313, 269, 47, 50), (218, 233, 68, 88), (269, 230, 36, 41)]",[]
751,"(257.0, 259.6, 45.6, 53.8)","(0, 0, 0, 0)","[(246, 284, 64, 80), (218, 282, 34, 39), (310, 270, 50, 50), (245, 232, 41, 52), (266, 230, 39, 48)]",[]
752,"(260.0, 264.5, 41.666666666666664, 47.333333333333336)","(0, 0, 0, 0)","[(247, 288, 63, 76), (272, 285, 25, 25), (218, 283, 34, 38), (311, 269, 48, 45), (245, 232, 42, 52), (267, 230, 38, 48)]",[]
753,"(261.0, 252.75, 50.75, 57.5)","(0, 0, 0, 0)","[(217, 275, 82, 92), (315, 271, 44, 46), (244, 235, 41, 49), (268, 230, 36, 43)]",[]
754,"(255.2, 266.4, 52.8, 49.0)","(0, 0, 0, 0)","[(246, 318, 52, 50), (211, 274, 93, 47), (321, 271, 38, 52), (243, 238, 32, 45), (255, 231, 49, 51)]",[]
755,"(255.2, 266.2, 50.2, 48.8)","(0, 0, 0, 0)","[(246, 318, 52, 49), (209, 273, 91, 48), (324, 270, 30, 52), (243, 238, 30, 45), (254, 232, 48, 50)]",[]
756,"(241.2, 270.0, 45.6, 44.6)","(0, 0, 0, 0)","[(245, 318, 53, 49), (261, 284, 37, 37), (204, 277, 60, 45), (242, 238, 31, 44), (254, 233, 47, 48)]",[]
757,"(244.0, 264.5, 42.0, 56.5)","(0, 0, 0, 0)","[(245, 318, 53, 47), (265, 270, 21, 45), (214, 237, 59, 85), (252, 233, 35, 49)]",[]
758,"(252.0, 279.0, 42.8, 41.4)","(0, 0, 0, 0)","[(244, 318, 53, 50), (262, 283, 21, 33), (303, 281, 45, 32), (213, 281, 47, 42), (238, 232, 48, 50)]",[]
759,"(239.0, 278.25, 38.5, 43.25)","(0, 0, 0, 0)","[(244, 317, 53, 50), (262, 283, 21, 33), (212, 280, 31, 42), (238, 233, 49, 48)]",[]
760,"(236.75, 277.75, 41.25, 44.25)","(0, 0, 0, 0)","[(243, 317, 54, 50), (262, 281, 25, 35), (204, 280, 38, 43), (238, 233, 48, 49)]",[]
761,"(251.8, 279.0, 39.0, 42.2)","(0, 0, 0, 0)","[(242, 318, 55, 49), (259, 284, 26, 32), (310, 280, 31, 32), (211, 280, 34, 43), (237, 233, 49, 55)]",[]
762,"(249.6, 278.0, 47.4, 45.0)","(0, 0, 0, 0)","[(237, 311, 59, 56), (310, 285, 36, 34), (256, 281, 42, 41), (210, 280, 49, 43), (235, 233, 51, 51)]",[]
763,"(234.0, 276.5, 50.5, 47.25)","(0, 0, 0, 0)","[(237, 313, 60, 54), (256, 281, 41, 41), (209, 279, 50, 43), (234, 233, 51, 51)]",[]
764,"(232.5, 278.5, 49.5, 43.25)","(0, 0, 0, 0)","[(242, 321, 55, 46), (251, 282, 45, 39), (203, 277, 50, 39), (234, 234, 48, 49)]",[]
765,"(226.75, 286.0, 70.25, 43.75)","(0, 0, 0, 0)","[(241, 318, 73, 48), (232, 311, 64, 17), (231, 280, 65, 31), (203, 235, 79, 79)]",[]
766,"(217.0, 256.0, 80.5, 85.0)","(0, 0, 0, 0)","[(232, 279, 83, 88), (202, 233, 78, 82)]",[]
767,"(227.25, 266.5, 59.5, 52.25)","(0, 0, 0, 0)","[(240, 318, 71, 48), (234, 280, 61, 41), (205, 235, 75, 79), (230, 233, 31, 41)]",[]
768,"(221.33333333333334, 249.66666666666666, 49.0, 68.33333333333333)","(0, 0, 0, 0)","[(207, 280, 42, 35), (227, 236, 24, 37), (230, 233, 81, 133)]",[]
769,"(258.5, 258.0, 72.0, 89.5)","(0, 0, 0, 0)","[(309, 283, 39, 46), (208, 233, 105, 133)]",[]
770,"(245.2, 268.2, 44.4, 42.0)","(0, 0, 0, 0)","[(236, 299, 74, 67), (310, 292, 20, 35), (207, 277, 64, 41), (240, 239, 35, 37), (233, 234, 29, 30)]",[]
771,"(245.25, 277.0, 48.0, 44.0)","(0, 0, 0, 0)","[(235, 299, 74, 67), (310, 292, 18, 35), (207, 283, 54, 32), (229, 234, 46, 42)]",[]
772,"(244.0, 276.25, 51.25, 44.5)","(0, 0, 0, 0)","[(231, 299, 81, 69), (309, 291, 21, 35), (206, 281, 60, 35), (230, 234, 43, 39)]",[]
773,"(227.33333333333334, 266.3333333333333, 61.666666666666664, 52.0)","(0, 0, 0, 0)","[(240, 284, 105, 82), (206, 281, 46, 33), (236, 234, 34, 41)]",[]
774,"(225.66666666666666, 265.6666666666667, 62.333333333333336, 57.333333333333336)","(0, 0, 0, 0)","[(240, 282, 112, 86), (206, 281, 42, 53), (231, 234, 33, 33)]",[]
775,"(220.0, 258.0, 86.5, 62.0)","(0, 0, 0, 0)","[(208, 282, 139, 83), (232, 234, 34, 41)]",[]
776,"(225.33333333333334, 268.0, 72.33333333333333, 57.333333333333336)","(0, 0, 0, 0)","[(239, 287, 108, 81), (206, 282, 63, 50), (231, 235, 46, 41)]",[]
777,"(246.0, 269.0, 48.75, 53.0)","(0, 0, 0, 0)","[(308, 290, 22, 38), (205, 282, 41, 32), (242, 269, 101, 99), (229, 235, 31, 43)]",[]
778,"(244.0, 268.0, 53.5, 53.75)","(0, 0, 0, 0)","[(306, 286, 37, 43), (204, 281, 48, 34), (242, 270, 94, 96), (224, 235, 35, 42)]",[]
779,"(225.0, 254.0, 75.5, 91.5)","(0, 0, 0, 0)","[(248, 270, 85, 92), (202, 238, 66, 91)]",[]
780,"(242.5, 270.5, 52.5, 55.25)","(0, 0, 0, 0)","[(307, 292, 25, 37), (203, 283, 49, 46), (233, 267, 94, 93), (227, 240, 42, 45)]",[]
781,"(229.33333333333334, 267.6666666666667, 49.0, 56.333333333333336)","(0, 0, 0, 0)","[(211, 285, 38, 42), (248, 277, 70, 83), (229, 241, 39, 44)]",[]
782,"(224.66666666666666, 266.0, 46.666666666666664, 56.666666666666664)","(0, 0, 0, 0)","[(205, 277, 44, 53), (240, 270, 73, 92), (229, 251, 23, 25)]",[]
783,"(221.33333333333334, 269.0, 50.333333333333336, 50.666666666666664)","(0, 0, 0, 0)","[(205, 283, 44, 36), (230, 270, 84, 92), (229, 254, 23, 24)]",[]
784,"(218.0, 277.0, 62.0, 62.5)","(0, 0, 0, 0)","[(205, 284, 43, 32), (231, 270, 81, 93)]",[]
785,"(205.0, 272.0, 103.0, 90.0)","(0, 0, 0, 0)","[(205, 272, 103, 90)]",[]
786,"(206.0, 277.0, 102.0, 83.0)","(0, 0, 0, 0)","[(206, 277, 102, 83)]",[]
787,"(220.0, 281.5, 58.0, 52.5)","(0, 0, 0, 0)","[(206, 285, 44, 25), (234, 278, 72, 80)]",[]
788,"(223.0, 280.0, 53.5, 57.0)","(0, 0, 0, 0)","[(206, 282, 43, 34), (240, 278, 64, 80)]",[]
789,"(219.0, 282.0, 58.0, 55.5)","(0, 0, 0, 0)","[(207, 285, 41, 34), (231, 279, 75, 77)]",[]
790,"(224.5, 283.5, 50.5, 50.5)","(0, 0, 0, 0)","[(220, 288, 27, 25), (229, 279, 74, 76)]",[]
791,"(200.5, 283.0, 72.5, 54.5)","(0, 0, 0, 0)","[(207, 287, 40, 34), (194, 279, 105, 75)]",[]
792,"(200.0, 285.0, 63.0, 51.0)","(0, 0, 0, 0)","[(208, 290, 16, 29), (192, 280, 110, 73)]",[]
793,"(194.0, 281.0, 105.0, 64.0)","(0, 0, 0, 0)","[(194, 281, 105, 64)]",[]
794,"(194.0, 279.0, 105.0, 68.0)","(0, 0, 0, 0)","[(194, 279, 105, 68)]",[]
795,"(202.0, 291.5, 65.5, 37.0)","(0, 0, 0, 0)","[(209, 292, 32, 23), (195, 291, 99, 51)]",[]
796,"(193.0, 292.0, 101.0, 50.0)","(0, 0, 0, 0)","[(193, 292, 101, 50)]",[]
797,"(192.0, 292.0, 101.0, 46.0)","(0, 0, 0, 0)","[(192, 292, 101, 46)]",[]
798,"(192.0, 293.0, 99.0, 44.0)","(0, 0, 0, 0)","[(192, 293, 99, 44)]",[]
799,"(192.0, 293.0, 95.0, 45.0)","(0, 0, 0, 0)","[(192, 293, 95, 45)]",[]
800,"(192.0, 295.0, 90.0, 42.0)","(0, 0, 0, 0)","[(192, 295, 90, 42)]",[]
801,"(194.0, 294.0, 81.0, 44.0)","(0, 0, 0, 0)","[(194, 294, 81, 44)]",[]
802,"(197.0, 294.0, 78.0, 42.0)","(0, 0, 0, 0)","[(197, 294, 78, 42)]",[]
803,"(198.0, 293.0, 69.0, 43.0)","(0, 0, 0, 0)","[(198, 293, 69, 43)]",[]
804,"(197.0, 292.0, 71.0, 43.0)","(0, 0, 0, 0)","[(197, 292, 71, 43)]",[]
805,"(196.0, 294.0, 67.0, 42.0)","(0, 0, 0, 0)","[(196, 294, 67, 42)]",[]
806,"(197.0, 296.0, 47.0, 40.0)","(0, 0, 0, 0)","[(197, 296, 47, 40)]",[]
807,"(200.0, 296.0, 42.0, 41.0)","(0, 0, 0, 0)","[(200, 296, 42, 41)]",[]
808,"(199.0, 296.0, 26.0, 35.0)","(0, 0, 0, 0)","[(199, 296, 26, 35)]",[]
809,"(199.0, 298.0, 19.0, 30.0)","(0, 0, 0, 0)","[(199, 298, 19, 30)]",[]
810,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
811,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
812,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
813,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
814,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
815,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
816,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
817,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
818,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
819,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
820,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
821,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
822,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
823,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
824,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
825,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
826,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
827,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
828,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
829,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
830,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
831,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
832,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
833,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
834,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
835,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
836,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
837,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
838,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
839,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
840,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
841,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
842,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
843,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
844,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
845,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
846,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
847,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
848,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
849,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
850,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
851,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
852,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
853,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
854,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
855,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
856,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
857,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
858,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
859,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
860,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
861,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
862,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
863,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
864,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
865,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
866,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
867,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
868,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
869,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
870,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
871,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
872,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
873,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
874,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
875,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
876,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
877,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
878,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
879,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
880,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
881,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
882,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
883,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
884,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
885,"(201.0, 296.0, 21.0, 32.0)","(0, 0, 0, 0)","[(201, 296, 21, 32)]",[]
886,"(203.0, 298.0, 19.0, 31.0)","(0, 0, 0, 0)","[(203, 298, 19, 31)]",[]
887,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
888,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
889,"(200.0, 299.0, 40.0, 37.0)","(0, 0, 0, 0)","[(200, 299, 40, 37)]",[]
890,"(196.0, 299.0, 44.0, 37.0)","(0, 0, 0, 0)","[(196, 299, 44, 37)]",[]
891,"(195.0, 296.0, 47.0, 40.0)","(0, 0, 0, 0)","[(195, 296, 47, 40)]",[]
892,"(206.0, 293.0, 35.5, 37.5)","(0, 0, 0, 0)","[(196, 298, 46, 42), (216, 288, 25, 33)]",[]
893,"(189.0, 296.0, 53.0, 46.0)","(0, 0, 0, 0)","[(189, 296, 53, 46)]",[]
894,"(187.0, 297.0, 54.0, 46.0)","(0, 0, 0, 0)","[(187, 297, 54, 46)]",[]
895,"(188.0, 298.0, 65.0, 47.0)","(0, 0, 0, 0)","[(188, 298, 65, 47)]",[]
896,"(195.0, 289.0, 49.0, 46.0)","(0, 0, 0, 0)","[(187, 299, 53, 58), (203, 279, 45, 34)]",[]
897,"(194.0, 290.0, 50.0, 51.0)","(0, 0, 0, 0)","[(186, 301, 55, 65), (202, 279, 45, 37)]",[]
898,"(197.0, 288.0, 54.0, 44.0)","(0, 0, 0, 0)","[(191, 299, 63, 59), (203, 277, 45, 29)]",[]
899,"(197.0, 299.0, 59.0, 55.0)","(0, 0, 0, 0)","[(197, 317, 69, 59), (197, 281, 49, 51)]",[]
900,"(193.0, 300.0, 56.0, 70.5)","(0, 0, 0, 0)","[(196, 320, 72, 76), (190, 280, 40, 65)]",[]
901,"(194.0, 300.0, 50.0, 62.5)","(0, 0, 0, 0)","[(192, 320, 73, 77), (196, 280, 27, 48)]",[]
902,"(200.0, 271.0, 72.0, 125.0)","(0, 0, 0, 0)","[(200, 271, 72, 125)]",[]
903,"(205.5, 301.5, 44.0, 85.5)","(0, 0, 0, 0)","[(200, 332, 13, 54), (211, 271, 75, 117)]",[]
904,"(204.0, 301.0, 47.0, 87.0)","(0, 0, 0, 0)","[(197, 336, 18, 52), (211, 266, 76, 122)]",[]
905,"(205.0, 304.0, 46.0, 79.5)","(0, 0, 0, 0)","[(197, 336, 16, 44), (213, 272, 76, 115)]",[]
906,"(202.0, 285.0, 70.5, 99.0)","(0, 0, 0, 0)","[(190, 305, 50, 83), (214, 265, 91, 115)]",[]
907,"(219.5, 261.0, 70.0, 74.0)","(0, 0, 0, 0)","[(191, 262, 116, 127), (248, 260, 24, 21)]",[]
908,"(221.5, 266.5, 74.0, 73.0)","(0, 0, 0, 0)","[(190, 275, 116, 114), (253, 258, 32, 32)]",[]
909,"(219.66666666666666, 270.0, 57.333333333333336, 58.333333333333336)","(0, 0, 0, 0)","[(215, 278, 28, 40), (191, 275, 113, 114), (253, 257, 31, 21)]",[]
910,"(192.0, 269.0, 108.0, 120.0)","(0, 0, 0, 0)","[(192, 269, 108, 120)]",[]
911,"(223.0, 261.3333333333333, 52.666666666666664, 63.0)","(0, 0, 0, 0)","[(217, 277, 23, 32), (189, 263, 104, 134), (263, 244, 31, 23)]",[]
912,"(225.66666666666666, 259.6666666666667, 57.666666666666664, 65.33333333333333)","(0, 0, 0, 0)","[(219, 295, 29, 30), (188, 247, 114, 142), (270, 237, 30, 24)]",[]
913,"(215.0, 258.6666666666667, 66.0, 77.0)","(0, 0, 0, 0)","[(220, 289, 30, 35), (237, 256, 29, 35), (188, 231, 139, 161)]",[]
914,"(230.0, 246.25, 61.5, 64.5)","(0, 0, 0, 0)","[(221, 280, 29, 37), (231, 250, 40, 42), (187, 231, 146, 157), (281, 224, 31, 22)]",[]
915,"(239.33333333333334, 248.33333333333334, 69.33333333333333, 90.66666666666667)","(0, 0, 0, 0)","[(303, 282, 18, 57), (226, 244, 46, 47), (189, 219, 144, 168)]",[]
916,"(256.0, 241.8, 59.4, 57.0)","(0, 0, 0, 0)","[(306, 277, 19, 52), (190, 257, 121, 131), (224, 233, 61, 43), (278, 229, 63, 33), (282, 213, 33, 26)]",[]
917,"(253.6, 251.4, 51.8, 52.6)","(0, 0, 0, 0)","[(307, 283, 17, 46), (191, 282, 117, 104), (226, 247, 42, 29), (262, 232, 50, 59), (282, 213, 33, 25)]",[]
918,"(254.0, 238.0, 56.0, 64.75)","(0, 0, 0, 0)","[(314, 282, 17, 38), (224, 236, 55, 38), (191, 228, 123, 157), (287, 206, 29, 26)]",[]
919,"(263.3333333333333, 231.33333333333334, 63.333333333333336, 95.33333333333333)","(0, 0, 0, 0)","[(319, 270, 17, 40), (191, 232, 133, 153), (280, 192, 40, 93)]",[]
920,"(259.6, 238.4, 51.0, 65.2)","(0, 0, 0, 0)","[(320, 268, 16, 46), (193, 268, 127, 115), (275, 242, 26, 25), (226, 234, 50, 38), (284, 180, 36, 102)]",[]
921,"(269.1666666666667, 232.66666666666666, 50.0, 49.833333333333336)","(0, 0, 0, 0)","[(193, 270, 118, 111), (320, 268, 17, 60), (282, 252, 24, 19), (227, 224, 84, 48), (300, 208, 33, 41), (293, 174, 24, 20)]",[]
922,"(278.2857142857143, 234.28571428571428, 48.42857142857143, 53.142857142857146)","(0, 0, 0, 0)","[(193, 270, 112, 110), (322, 267, 14, 64), (285, 251, 42, 39), (231, 232, 66, 36), (348, 228, 23, 30), (267, 199, 36, 30), (302, 193, 46, 63)]",[]
923,"(271.6666666666667, 236.83333333333334, 58.0, 58.333333333333336)","(0, 0, 0, 0)","[(322, 267, 13, 63), (224, 260, 36, 21), (195, 250, 135, 129), (236, 235, 73, 27), (346, 227, 29, 35), (307, 182, 62, 75)]",[]
924,"(272.875, 237.75, 48.0, 46.375)","(0, 0, 0, 0)","[(328, 269, 12, 61), (196, 266, 111, 113), (225, 258, 36, 22), (288, 251, 48, 43), (311, 234, 32, 24), (245, 234, 71, 24), (274, 201, 30, 32), (316, 189, 44, 52)]",[]
925,"(278.0, 238.2, 69.2, 71.0)","(0, 0, 0, 0)","[(334, 271, 13, 72), (198, 263, 116, 111), (299, 252, 44, 58), (333, 214, 48, 25), (226, 191, 125, 89)]",[]
926,"(284.0, 242.8, 71.4, 65.6)","(0, 0, 0, 0)","[(334, 274, 14, 69), (200, 258, 112, 118), (302, 250, 29, 26), (360, 241, 29, 21), (224, 191, 173, 94)]",[]
927,"(266.3333333333333, 249.33333333333334, 63.0, 50.5)","(0, 0, 0, 0)","[(201, 286, 113, 86), (336, 275, 14, 54), (270, 261, 38, 27), (300, 248, 29, 27), (226, 243, 53, 32), (265, 183, 131, 77)]",[]
928,"(276.57142857142856, 260.57142857142856, 59.142857142857146, 51.285714285714285)","(0, 0, 0, 0)","[(308, 289, 15, 39), (327, 288, 15, 43), (201, 285, 110, 86), (342, 276, 14, 52), (226, 248, 77, 27), (261, 247, 75, 39), (271, 191, 108, 73)]",[]
929,"(285.5, 248.75, 74.75, 69.5)","(0, 0, 0, 0)","[(351, 281, 13, 42), (308, 279, 41, 52), (201, 244, 139, 121), (282, 191, 106, 63)]",[]
930,"(290.7142857142857, 239.42857142857142, 61.57142857142857, 54.857142857142854)","(0, 0, 0, 0)","[(203, 285, 110, 70), (294, 255, 56, 84), (317, 243, 32, 25), (225, 241, 87, 33), (348, 234, 28, 102), (288, 223, 66, 24), (360, 195, 52, 46)]",[]
931,"(282.6666666666667, 246.83333333333334, 61.166666666666664, 56.333333333333336)","(0, 0, 0, 0)","[(233, 292, 73, 61), (272, 255, 78, 88), (356, 249, 18, 86), (320, 241, 37, 27), (226, 240, 88, 34), (289, 204, 73, 42)]",[]
932,"(285.6, 247.8, 70.6, 58.0)","(0, 0, 0, 0)","[(239, 292, 65, 55), (307, 253, 50, 79), (364, 247, 14, 86), (227, 239, 133, 34), (291, 208, 91, 36)]",[]
933,"(297.3333333333333, 252.33333333333334, 63.666666666666664, 56.333333333333336)","(0, 0, 0, 0)","[(335, 300, 40, 42), (239, 293, 61, 48), (310, 252, 50, 78), (371, 243, 15, 82), (228, 223, 152, 50), (301, 203, 64, 38)]",[]
934,"(271.6666666666667, 243.66666666666666, 86.66666666666667, 90.33333333333333)","(0, 0, 0, 0)","[(250, 300, 52, 29), (335, 238, 50, 106), (230, 193, 158, 136)]",[]
935,"(298.6, 262.2, 62.4, 48.2)","(0, 0, 0, 0)","[(251, 300, 46, 29), (325, 291, 38, 38), (335, 279, 50, 63), (351, 243, 21, 33), (231, 198, 157, 78)]",[]
936,"(277.3333333333333, 257.3333333333333, 81.33333333333333, 72.66666666666667)","(0, 0, 0, 0)","[(252, 301, 45, 19), (350, 279, 35, 62), (230, 192, 164, 137)]",[]
937,"(286.0, 231.33333333333334, 75.66666666666667, 61.333333333333336)","(0, 0, 0, 0)","[(252, 300, 44, 18), (242, 206, 151, 134), (364, 188, 32, 32)]",[]
938,"(305.0, 188.0, 95.5, 87.5)","(0, 0, 0, 0)","[(242, 192, 159, 144), (368, 184, 32, 31)]",[]
939,"(310.5, 191.0, 92.5, 85.0)","(0, 0, 0, 0)","[(253, 201, 151, 140), (368, 181, 34, 30)]",[]
940,"(308.0, 189.5, 99.5, 82.5)","(0, 0, 0, 0)","[(254, 200, 156, 136), (362, 179, 43, 29)]",[]
